CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG;STAT
CAT048;20;129;07:40:33:352;41,51451159;2,15352907;609,649576452561;2000,16271640862;13,035156;10,255737;7011;20;346517;ARK7AT;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;201;83,6;10,448;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:33:477;41,53551499;2,22239598;914,443782091141;3000,1437380359;15,101562;21,055298;7050;30;345257;EAX1A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2535;77,44;64,9347;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:33:477;41,57106707;2,24424006;944,936475535855;3100,18538639705;17,445312;21,544189;7067;31;34748D;BSO1RB;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;658;86,46;29,8224;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:33:516;41,58267518;2,27449698;883,970443673432;2900,16559042154;18,621094;24,65332;7363;29;34734D;ARK8AP;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3943;98,12;33,3655;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:33:766;41,55764648;2,47107266;853,324470926076;2799,62105719311;22,695312;47,103882;7025;28;39B94C;EAX1Z;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3171;94,82;89,0222;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:33:938;41,41222097;2,39210261;731,415462237783;2399,65710512821;14,71875;62,869263;2350;24;AB7613;AAL742;1015;-0,527;-129,375;212;-0,062;212;-129,550781;200;0,316;-544;-576;2565;211,2;230,5756;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:33:992;41,4266048;2,52031189;891,310928204097;2924,24854568913;20,355469;68,082275;1000;29,25;348206;VLG5HM;1015;-15,645;-70,488;224;-1,312;220;-75,761719;205;0,324;-288;-352;4011;224,18;289,5667;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:33:891;41,31731585;2,13786333;160,018506464548;524,995116749149;1,902344;58,381348;6307;5,25;345314;VLG6MB;1015;N/A;N/A;N/A;N/A;N/A;-114,609375;140;0,212;-896;-896;3961;144,1;245,3906;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:33:938;41,33846476;2,19946426;441,94822743535;1449,961422499;4,957031;62,753906;4411;14,5;4CA739;RYR64VP;1015;N/A;N/A;N/A;N/A;N/A;-113,378906;166;0,256;-960;-864;1093;172,48;245,6653;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:34:086;41,37866265;2,53898611;1394,19669076893;4574,13627094235;20,308594;76,536255;2230;45,75;4ACA82;NSZ2900;1015;N/A;N/A;N/A;N/A;N/A;59,414062;202;0,332;-1056;-1152;3539;224,62;64,4788;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:33:953;41,3697428;2,29159615;906,734698632732;2974,85146866221;9,527344;64,143677;1000;29,75;4D223B;RYR70YX;1015,2;N/A;N/A;N/A;N/A;N/A;-113,554688;191;0,304;-1120;-1056;2973;203,5;246,2091;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:35:492;41,28970984;2,09595256;8,89087095856667E-05;0,000291695250757039;0,714844;202,730713;1000;-0,25;3C1459;KLM1498;1015,2;-0,176;-114,258;100;-0,781;100;-113,378906;98;0,148;-64;0;1142;99,88;245,7422;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:35:531;41,22853982;2,05397393;746,762874039821;2450,00950766481;4,859375;206,707764;1000;24,5;48C235;RYR97BB;1015;N/A;N/A;N/A;N/A;N/A;177,539062;212;0,336;2720;2752;1424;228,58;176,9843;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:36:633;41,49189193;1,7459534;1005,70334975515;3299,55177801067;19,757812;305,606689;7031;33;3462C7;ECMPU;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;301;139,92;286,441;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:36:734;41,59293045;1,70821541;944,760217792355;3099,60711294187;24,964844;314,730835;7056;31;3422D8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3807;105,16;86,0504;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:008;41,48373072;2,01119706;998,247455094941;3275,09018057369;11,730469;339,532471;7374;32,75;503CE1;BFS501;1016;N/A;N/A;N/A;N/A;N/A;-90;77;0,124;-192;NV;2872;81,18;255,965;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:094;41,47684235;2,05005117;731,552427713759;2400,10646694041;10,828125;347,481079;244;24;3471CA;ECHNN;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;492;94,82;277,0093;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:344;41,51616166;2,15307645;609,650464025326;2000,16562839285;13,128906;10,090942;7011;20;346517;ARK7AT;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;201;87,12;356,4185;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:469;41,53614077;2,22406622;929,683551205322;3050,14298213647;15,164062;21,269531;7050;30,5;345257;EAX1A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2535;77,88;64,2371;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:477;41,57232556;2,24542673;944,936785702594;3100,1864040045;17,535156;21,615601;7067;31;34748D;BSO1RB;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;658;86,46;29,8224;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:508;41,58418309;2,27568698;944,930847571231;3100,1669219456;18,726562;24,686279;7363;31;34734D;ARK8AP;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3943;98,12;33,3655;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:758;41,55768106;2,47326794;853,322195882909;2799,61359314048;22,769531;47,268677;7025;28;39B94C;EAX1Z;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3171;94,38;88,9069;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:930;41,40973643;2,38805259;723,798120445572;2374,66582548265;14,488281;63,067017;2350;23,75;AB7613;AAL742;1015;N/A;N/A;N/A;N/A;N/A;-129,726562;200;0,316;-480;-544;2565;210,32;230,3998;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:984;41,4278559;2,51498355;883,697571925819;2899,2703418771;20,160156;67,631836;1000;29;348206;VLG5HM;1015;N/A;N/A;N/A;N/A;N/A;-78,574219;204;0,324;-352;-256;4011;222,86;285,0952;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:875;41,31616364;2,13454908;137,158783894032;449,996024550897;1,738281;57,733154;6307;4,5;345314;VLG6MB;1015;N/A;N/A;N/A;N/A;N/A;-113,730469;141;0,216;-832;-768;3961;144,98;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:930;41,33717331;2,1956852;426,709137854166;1399,96440783746;4,769531;62,644043;4411;14;4CA739;RYR64VP;1015;N/A;N/A;N/A;N/A;N/A;-113,554688;163;0,252;-1056;-864;1093;170,28;245,6927;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:38:078;41,38051584;2,54357341;1371,33133265562;4499,11868942988;20,535156;76,365967;2230;45;4ACA82;NSZ2900;1015;-23,555;55,195;220;-2,156;220;51,328125;201;0,332;-1056;-1024;3539;221,98;63,7811;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:37:945;41,36823897;2,28709084;891,496847651899;2924,85851765026;9,304688;64,099731;1000;29,25;4D223B;RYR70YX;1015,2;N/A;N/A;N/A;N/A;N/A;-113,554688;189;0,3;-1056;-960;2973;200,2;246,1212;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:39:508;41,22425375;2,05426859;792,483668531291;2600,0121190642;5,085938;205,268555;1000;26;48C235;RYR97BB;1015;N/A;N/A;N/A;N/A;N/A;177,714844;212;0,336;2528;2400;1424;229,46;176,9952;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:39:547;41,28881161;2,09345226;6,09690323472023E-05;0,000200029640085995;0,8125;208,630371;1000;-0,25;3C1459;KLM1498;1015,2;N/A;N/A;N/A;N/A;N/A;-113,730469;113;0,172;0;0;1142;113,3;245,4675;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:40:625;41,49285523;1,74261312;1005,700401593;3299,54210556238;19,914062;305,491333;7031;33;3462C7;ECMPU;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;301;140,14;287,0563;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:40:727;41,59281141;1,71049463;944,762664726004;3099,61514093966;24,886719;314,884644;7056;31;3422D8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3807;98,12;93,197;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:000;41,48371667;2,00917694;990,626924129203;3250,08843776005;11,761719;339,11499;7374;32,5;503CE1;BFS501;1016;N/A;N/A;N/A;N/A;N/A;-86,835938;75;0,12;-288;NV;2872;81,18;262,6501;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:086;41,47716436;2,04763719;731,552196439356;2400,1057081661;10,871094;346,942749;244;24;3471CA;ECHNN;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;492;95,26;277,3224;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:344;41,51776015;2,15299926;609,651277383789;2000,16829689183;13,222656;10,003052;7011;20;346517;ARK7AT;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;201;86,68;357,0062;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:469;41,53688598;2,22581045;929,683352842927;3050,14233134119;15,234375;21,483765;7050;30,5;345257;EAX1A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2535;78,32;63,7537;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:477;41,57372414;2,24661255;944,937184271403;3100,18771164499;17,632812;21,676025;7067;31;34748D;BSO1RB;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;658;86,46;29,8224;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:508;41,5857254;2,27703373;944,931197877042;3100,16807124291;18,835938;24,735718;7363;31;34734D;ARK8AP;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3943;97,68;30,7617;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:758;41,55768123;2,47549927;853,319848634303;2799,60589219337;22,84375;47,438965;7025;28;39B94C;EAX1Z;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3171;94,16;88,9124;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:938;41,40722256;2,3841174;708,560647699982;2324,67411540001;14,261719;63,286743;2350;23,25;AB7613;AAL742;1015;N/A;N/A;N/A;N/A;N/A;-129,726562;198;0,312;-544;-576;2565;210,32;230,3998;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:867;41,3150846;2,13136308;129,539025144652;424,996815255579;1,582031;56,931152;6307;4,25;345314;VLG6MB;1015;0,176;-114,082;144;0,688;144;-113,730469;139;0,212;-512;-544;3961;144,76;245,9125;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:977;41,42876584;2,509625;876,084070104174;2874,29166056058;19,957031;67,225342;1000;28,75;348206;VLG5HM;1015;N/A;N/A;N/A;N/A;N/A;-79,804688;204;0,324;-256;-256;4011;223,08;283,222;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:930;41,33587889;2,19191244;403,850009885617;1324,96726643313;4,582031;62,528687;4411;13,25;4CA739;RYR64VP;1015;-0,176;-114,434;168;-0,031;168;-113,90625;160;0,248;-1024;-768;1093;166,98;245,5829;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:42:078;41,38294066;2,54761382;1356,08672624547;4449,10357493519;20,746094;76,091309;2230;44,5;4ACA82;NSZ2900;1015;N/A;N/A;N/A;N/A;N/A;42,363281;199;0,328;-960;-960;3539;216,26;57,6013;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:41:945;41,36675588;2,2825721;876,258954631165;2874,86542871211;9,082031;64,0448;1000;28,75;4D223B;RYR70YX;1015,2;-1,055;-114,082;198;-0,062;202;-113,730469;187;0,3;-704;-480;2973;198,44;245,8905;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:43:492;41,21995986;2,05455167;845,824506485835;2775,01487385899;5,316406;203,955688;1000;27,75;48C235;RYR97BB;1015;0,703;177,188;232;0,031;228;177,890625;212;0,336;2432;2400;1424;231,44;177,2699;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:43:609;41,28786056;2,09070142;1,08089298009872E-05;3,5462369248271E-05;0,925781;213,706055;1000;-0,5;3C1459;KLM1498;1015,2;N/A;N/A;N/A;N/A;N/A;-114,082031;128;0,192;-64;0;1142;128,92;245,2203;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:44:625;41,4943071;1,73973323;1005,69811715744;3299,53461069483;20,070312;305,480347;7031;33;3462C7;ECMPU;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;301;139,92;295,9772;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:44:727;41,59285405;1,71299342;944,765447854996;3099,62427194058;24,808594;315,071411;7056;31;3422D8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3807;99,66;90,8185;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:44:992;41,48374202;2,00734043;990,626447639428;3250,08687447334;11,792969;338,741455;7374;32,5;503CE1;BFS501;1016;N/A;N/A;N/A;N/A;N/A;-87,539062;76;0,12;-288;NV;2872;79,64;266,8414;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:45:078;41,47752932;2,04523842;762,031969041564;2500,10496531032;10,917969;346,415405;244;25;3471CA;ECHNN;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;492;95,7;277,652;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:45:336;41,51937516;2,15228714;609,652195679024;2000,17130967157;13,3125;9,794312;7011;20;346517;ARK7AT;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;201;88;351,7163;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:45:469;41,5378251;2,22735487;937,303324537352;3075,14223927513;15,3125;21,64856;7050;30,75;345257;EAX1A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2535;77,88;62,3254;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:45:469;41,57514483;2,24749006;944,937724142335;3100,18948287514;17,726562;21,692505;7067;31;34748D;BSO1RB;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;658;85,58;30,1575;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:45:500;41,58727075;2,2781648;944,931657810695;3100,16958021164;18,941406;24,75769;7363;31;34734D;ARK8AP;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3943;97,24;28,938;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:45:758;41,55757563;2,47773499;853,317419452593;2799,59792243684;22,914062;47,620239;7025;28;39B94C;EAX1Z;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3171;93,94;89,22;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:45:930;41,40475215;2,38014568;700,943185425363;2299,68244047095;14,035156;63,500977;2350;23;AB7613;AAL742;1015;N/A;N/A;N/A;N/A;N/A;-129,902344;199;0,312;-480;-576;2565;209,66;230,224;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:45:844;41,31401655;2,12816096;114,299241893925;374,997524775264;1,425781;55,914917;6307;3,75;345314;VLG6MB;1015;N/A;N/A;N/A;N/A;N/A;-113,378906;138;0,208;-704;-640;3961;143,44;246,1157;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:45:969;41,42956284;2,50439892;868,470303487033;2849,3121104924;19,757812;66,835327;1000;28,5;348206;VLG5HM;1015;N/A;N/A;N/A;N/A;N/A;-80,332031;205;0,324;-320;-320;4011;223,52;282,6672;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:45:922;41,33463811;2,18829256;388,610812466592;1274,96989797289;4,402344;62,407837;4411;12,75;4CA739;RYR64VP;1015;N/A;N/A;N/A;N/A;N/A;-114,082031;157;0,244;-960;-832;1093;163,9;245,4675;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:46:063;41,38595127;2,5510974;1333,22291558888;4374,09107038061;20,941406;75,71228;2230;43,75;4ACA82;NSZ2900;1015;N/A;N/A;N/A;N/A;N/A;33,398438;197;0,324;-928;-896;3539;211,86;48,653;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:45:938;41,36526916;2,27815178;861,020959340967;2824,87200424422;8,863281;64,000854;1000;28,25;4D223B;RYR70YX;1015,2;N/A;N/A;N/A;N/A;N/A;-114,082031;186;0,296;-768;-704;2973;197,56;245,7697;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:47:477;41,21570043;2,05485252;891,5453836089;2925,01775635942;5,546875;202,752686;1000;29,25;48C235;RYR97BB;1015;N/A;N/A;N/A;N/A;N/A;178,066406;213;0,34;2592;2560;1424;232,32;177,5281;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:47:648;41,28683533;2,08757792;-7,13802874088287E-05;-0,000234187302142382;1,058594;218,226929;1000;-0,5;3C1459;KLM1498;1015,2;N/A;N/A;N/A;N/A;N/A;-113,027344;140;0,212;0;0;1142;141,9;245,4181;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:48:617;41,49535073;1,73657647;1005,69534210581;3299,52550619444;20,222656;305,392456;7031;33;3462C7;ECMPU;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;301;142,34;295,5267;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:48:727;41,59286939;1,71558699;944,768298293464;3099,63362377313;24,726562;315,263672;7056;31;3422D8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3807;101,86;89,9121;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:48:984;41,48374603;2,00545133;983,005938152783;3225,08520212918;11,824219;338,356934;7374;32,25;503CE1;BFS501;1016;0,879;NV;80;NV;82;-89,121094;77;0,124;-288;NV;2872;79,42;268,3026;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:49:063;41,47777654;2,04295541;762,031696513295;2500,10407118868;10,957031;345,910034;244;25;3471CA;ECHNN;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;492;95,7;278,042;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:49:328;41,52108202;2,15129181;640,133204970509;2100,17462419544;13,40625;9,53064;7011;21;346517;ARK7AT;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;201;90,42;347,0911;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:49:461;41,53905768;2,22814973;944,92372148484;3100,14354239632;15,394531;21,670532;7050;31;345257;EAX1A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2535;75,24;36,6943;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:49:461;41,57651224;2,24854474;944,938159176148;3100,19091015147;17,820312;21,73645;7067;31;34748D;BSO1RB;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;658;86,46;29,8224;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:49:492;41,58893287;2,27919128;914,452249654569;3000,1715187567;19,050781;24,75769;7363;30;34734D;ARK8AP;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3943;98,34;27,8668;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:49:750;41,55753279;2,48000536;853,314976648428;2799,58990798723;22,988281;47,796021;7025;28;39B94C;EAX1Z;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3171;93,72;89,5056;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:49:828;41,31294228;2,12494937;99,0594326872379;324,998149137597;1,269531;54,651489;6307;3,25;345314;VLG6MB;1015;N/A;N/A;N/A;N/A;N/A;-113,554688;138;0,212;-832;-800;3961;143,66;245,7532;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:49:930;41,40226667;2,3761818;685,705683195964;2249,69063365664;13,808594;63,726196;2350;22,5;AB7613;AAL742;1015;-0,352;-129,902;210;-0,031;212;-129,902344;200;0,316;-608;-512;2565;210,32;230,0153;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:49:961;41,43037529;2,49895268;860,856713040732;2824,33313841255;19,550781;66,42334;1000;28,25;348206;VLG5HM;1015;-0,352;-77,871;224;-0,094;220;-80,507812;205;0,328;-352;-384;4011;224,18;282,1124;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:49:914;41,3333556;2,18460355;373,371594515629;1224,97246215066;4,21875;62,286987;4411;12,25;4CA739;RYR64VP;1015;N/A;N/A;N/A;N/A;N/A;-114,082031;155;0,24;-896;-864;1093;160,82;245,3467;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:50:055;41,38984957;2,55353839;1317,98061535787;4324,08352209071;21,105469;75,168457;2230;43,25;4ACA82;NSZ2900;1015;N/A;N/A;N/A;N/A;N/A;24,082031;196;0,32;-704;-736;3539;219,34;33,0688;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:49:930;41,36377719;2,27373476;845,782911551185;2774,87840753359;8,644531;63,956909;1000;27,75;4D223B;RYR70YX;1015,2;N/A;N/A;N/A;N/A;N/A;-114,433594;187;0,296;-992;-992;2973;197,12;245,3851;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:51:461;41,21142902;2,05511451;944,886301117949;3100,02077215981;5,78125;201,659546;1000;31;48C235;RYR97BB;1015;N/A;N/A;N/A;N/A;N/A;177,890625;213;0,34;2752;2784;1424;233,42;177,7863;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:51:688;41,28562654;2,08411865;-0,000189217738807201;-0,000620793126188219;1,214844;221,912842;1000;-0,5;3C1459;KLM1498;1015,2;N/A;N/A;N/A;N/A;N/A;-113,203125;149;0,224;-256;128;1142;154,88;245,5829;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:52:609;41,49633414;1,73336478;1005,69245661981;3299,51603937655;20,375;305,293579;7031;33;3462C7;ECMPU;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;301;142,56;294,7906;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:52:719;41,59281939;1,71810182;944,771000117995;3099,64248802712;24,644531;315,444946;7056;31;3422D8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3807;101,64;90,824;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:52:969;41,48364309;2,00347391;975,385348414071;3200,08326649082;11,851562;337,944946;7374;32;503CE1;BFS501;1016;N/A;N/A;N/A;N/A;N/A;-88,945312;78;0,124;-448;NV;2872;79,86;268,5883;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:53:055;41,47815545;2,04073147;762,031473998912;2500,10334115459;11,003906;345,432129;244;25;3471CA;ECHNN;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;492;95,26;278,5583;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:53:313;41,52294847;2,14900277;640,134474404156;2100,17878900413;13,5;9,019775;7011;21;346517;ARK7AT;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;201;93,72;342,4548;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:53:453;41,54055413;2,22759864;944,924746857025;3100,1469064784;15,46875;21,461792;7050;31;345257;EAX1A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2535;77,44;10,0085;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:53:461;41,57793904;2,24963467;944,938618688844;3100,19241773911;17,917969;21,780396;7067;31;34748D;BSO1RB;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;658;86,9;30,3937;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:53:492;41,59056798;2,28024609;944,932812442072;3100,17336837245;19,160156;24,763184;7363;31;34734D;ARK8AP;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3943;98,78;27,0813;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:53:750;41,55752088;2,48211615;853,312709158286;2799,58246871487;23,058594;47,955322;7025;28;39B94C;EAX1Z;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3171;93,06;89,5605;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:53:805;41,31188434;2,1218075;83,8195934817195;274,998675078565;1,117188;53,091431;6307;2,75;345314;VLG6MB;1015;N/A;N/A;N/A;N/A;N/A;-113,378906;140;0,212;-736;-736;3961;143,66;245,7532;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:53:922;41,39978494;2,37220464;685,708162087947;2249,69876650462;13,582031;63,956909;2350;22,5;AB7613;AAL742;1015;N/A;N/A;N/A;N/A;N/A;-129,902344;202;0,316;-224;-256;2565;210,32;230,0153;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:53:945;41,43127051;2,4937165;853,242832651362;2799,35321507589;19,355469;66,000366;1000;28;348206;VLG5HM;1015;N/A;N/A;N/A;N/A;N/A;-80,332031;206;0,328;-480;-448;4011;224,18;282,1124;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:53:906;41,3321944;2,18122039;358,132282343693;1174,97471720448;4,050781;62,155151;4411;11,75;4CA739;RYR64VP;1015;N/A;N/A;N/A;N/A;N/A;-113,730469;152;0,236;-960;-832;1093;157,52;245,2203;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:54:047;41,39332727;2,55554565;1310,35879811831;4299,07755921847;21,246094;74,685059;2230;43;4ACA82;NSZ2900;1015;-24,434;19,336;216;-2,281;214;14,765625;196;0,32;-640;-640;3539;215,38;30,1245;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:53:922;41,36226946;2,26933317;822,924804165959;2699,88461449985;8,425781;63,918457;1000;27;4D223B;RYR70YX;1015,2;N/A;N/A;N/A;N/A;N/A;-114,433594;187;0,296;-1152;-1152;2973;197,12;245,3851;No alert, no SPI, aircraft airbone
CAT048;20;129;07:40:55:445;41,20707632;2,05531586;1005,84727198165;3300,02396380827;6,023438;200,65979;1000;33;48C235;RYR97BB;1015;N/A;N/A;N/A;N/A;N/A;177,714844;212;0,34;2848;2784;1424;233,42;177,7863;No alert, no SPI, aircraft airbone
