CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG;STAT
CAT048;20;129;05:14:20:969;41,46045147;2,2740353;1470,64799743518;4824,96077590524;12,359375;38,979492;1000;48,25;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;113,027344;222;0,368;-2176;-2176;2831;246,18;112,7087;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:23:063;41,26975131;2,05717317;388,618271062151;1274,99436843155;2,757812;227,581787;1420;12,75;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;-164,882812;172;0,268;1344;1280;224;172,48;201,7969;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:24:977;41,45868318;2,27963685;1424,92457127292;4674,94953041504;12,4375;40,193481;1000;46,75;C0173E;ACA822;1014;0;112,676;246;NV;244;112,851562;222;0,364;-2144;-2144;2831;246,18;112,7087;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:27:031;41,26655601;2,05621134;411,478392770514;1349,99477013721;2,921875;225,379028;1420;13,5;345359;VLG4SW;1014;-15,996;-169,453;176;-1,688;182;-174,375;175;0,272;1440;1184;224;175,12;190,5359;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:28:984;41,45693058;2,28528955;1379,20104257483;4524,93794852121;12,523438;41,396484;1000;45,25;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;112,851562;222;0,364;-2112;-2112;2831;246,18;112,7087;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:31:000;41,26325143;2,05591798;441,95863385126;1449,99556428457;3,074219;222,918091;1420;14,5;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;-175,253906;178;0,276;1088;992;224;181,5;183,7903;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:32:992;41,45511907;2,29083876;1341,09746442549;4399,92620518572;12,609375;42,577515;1000;44;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;113,027344;223;0,364;-2080;-2080;2831;246,62;112,923;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:34:969;41,2598349;2,05568524;457,198919338174;1499,99650252146;3,234375;220,578003;1420;15;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;-176,132812;184;0,284;832;704;224;187,44;182,7521;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:37:008;41,45329723;2,29648882;1295,37374736648;4249,91400530984;12,703125;43,758545;1000;42,5;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;113,027344;223;0,364;-2048;-2048;2831;245,74;113,0109;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:38:938;41,25633728;2,05562237;472,439263267443;1549,99763249836;3,398438;218,309326;1420;15,5;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;-177,363281;188;0,292;928;960;224;193,16;181,7798;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:41:008;41,4515548;2,30198687;1249,65006147418;4099,90190768695;12,800781;44,884644;1000;41;C0173E;ACA822;1014;0,176;113,027;246;NV;244;113,027344;223;0,364;-2048;-2016;2831;245,74;113,0109;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:42:906;41,25269118;2,05558034;495,299655771814;1624,9989226424;3,574219;216,156006;1420;16,25;345359;VLG4SW;1014;-2,988;-179,297;198;-0,375;202;-178,417969;192;0,3;1312;1248;224;197,12;180,8679;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:45:016;41,44972018;2,30756423;1211,54621862248;3974,88929590536;12,902344;46,021729;1000;39,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;113,027344;223;0,364;-2048;-1984;2831;246,18;113,2251;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:46:883;41,24896301;2,05558154;525,780095557682;1725,00036870947;3,757812;214,140015;1420;17,25;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;-179,648438;194;0,304;1376;1344;224;201,08;179,7144;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:49:023;41,44795553;2,3132568;1173,44225055538;3849,87627331212;13,015625;47,142334;1000;38,5;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;113,027344;223;0,36;-1984;-2016;2831;245,3;113,3185;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:50:852;41,24519695;2,05567441;556,260585402139;1825,00197901075;3,945312;212,244873;1420;18,25;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;179,472656;196;0,308;1440;1408;224;205,26;178,8794;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:53:031;41,44617884;2,31870645;1127,71834271681;3699,863447519;13,125;48,213501;1000;37;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;113,730469;223;0,36;-2080;-2048;2831;244,64;113,6261;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:54:828;41,24139118;2,05584355;579,121124504134;1900,00375011814;4,136719;210,465088;1420;19;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;178,769531;199;0,312;1344;1280;224;208,34;178,0719;No alert, no SPI, aircraft airbone
CAT048;20;129;05:14:58:805;41,23744138;2,05600112;609,601717978716;2000,00570041329;4,339844;208,795166;1420;20;345359;VLG4SW;1014;0;178,066;212;0,125;212;178,066406;202;0,316;1216;1184;224;213,18;178,1158;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:01:047;41,44199123;2,32934196;1043,89025572781;3424,83690660201;13,324219;50,394287;1000;34,25;C0173E;ACA822;1014;21,27;121,465;244;NV;242;124,453125;223;0,356;-2176;-2048;2831;244,42;121,6022;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:02:781;41,23345421;2,0562129;632,462361494079;2075,00781408423;4,546875;207,235107;1420;20,75;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;177,890625;205;0,324;1056;1184;224;217,36;177,8851;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:05:047;41,43927675;2,334173;998,166225272231;3274,82367852215;13,390625;51,525879;1000;32,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;132,539062;223;0,356;-2048;-1952;2831;243,54;128,6554;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:06:719;41,28976833;2,09621412;7,62009182944894;25,0003020777293;0,707031;201,956177;1000;0,25;346692;VLG4VF;1014;-0,527;-114,434;104;-1,125;112;-114,433594;111;0,164;32;64;697;104,28;245,6433;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:06:758;41,22932045;2,05638597;655,323062451556;2150,01011621356;4,765625;205,784912;1420;21,5;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;178,066406;208;0,328;1280;1376;224;221,32;178,1818;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:09:055;41,43612528;2,33852872;967,682325126603;3174,81087956837;13,429688;52,679443;1000;31,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;140,625;222;0,356;-1504;-1696;2831;242,88;136,4996;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:10:742;41,2252257;2,05660947;685,803803545423;2250,01255082397;4,984375;204,450073;1420;22,5;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;178,59375;211;0,332;1536;1632;224;224,18;178,2092;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:10:789;41,28892443;2,09353584;7,62005984969437;25,0001971572713;0,804688;208,624878;1000;0,25;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;-114,433594;127;0,192;-64;64;697;123,2;245,517;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:13:070;41,4324483;2,34227899;937,198643583804;3074,79879781549;13,433594;53,865967;1000;30,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;148,710938;223;0,356;-1376;-1248;2831;243,54;144,8712;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:14:727;41,22105032;2,05678162;716,28459305875;2350,01514429087;5,210938;203,230591;1420;23,5;345359;VLG4SW;1014;0,527;178,77;226;0,219;226;178,945312;212;0,336;1664;1568;224;226,16;178,7311;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:14:852;41,28781801;2,09047354;7,62000468280166;25,000016163523;0,933594;214,145508;1000;0,25;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;-113,90625;141;0,212;-64;64;697;139,7;245,451;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:17:078;41,42853624;2,34524223;914,335425388999;2999,78823703324;13,40625;55,014038;1000;30;C0173E;ACA822;1014;24,609;153,281;244;NV;240;156,972656;223;0,356;-1056;-960;2831;243,54;153,1165;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:18:055;41,14522294;2,2551773;1813,55536493286;5949,98498348634;11,660156;143,31665;6365;59,5;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;26,191406;239;0,4;-1280;-1344;3555;267,74;27,1362;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:18:711;41,21685109;2,05691093;739,145423293114;2425,01787055698;5,441406;202,126465;1420;24,25;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;179,648438;216;0,34;1056;992;224;230,12;179,0002;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:18:891;41,28661858;2,08710647;-8,39214771986008E-05;-0,000275332939252257;1,082031;218,688354;1000;0;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;-114,433594;155;0,236;-896;224;697;154,88;245,5829;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:21:086;41,42433256;2,34727864;891,472777502611;2924,77954734167;13,339844;56,12915;1000;29,25;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;165,058594;222;0,356;-960;-864;2831;243,1;161,2628;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:22:031;41,1495302;2,25815341;1783,07248534262;5849,97553281149;11,535156;142,009277;6365;58,5;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;26,367188;238;0,4;-1568;-1664;3555;266,42;27,0428;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:22:688;41,21249789;2,05697983;769,626319985837;2525,02081566233;5,683594;201,104736;1420;25,25;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;0;221;0,348;1664;1728;224;235,18;179,2639;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:22:930;41,28537911;2,08345177;-0,000214922241866589;-0,000705125488005578;1,246094;222,489624;1000;0;346692;VLG4VF;1014;2,637;-114,609;166;0,438;166;-113,554688;163;0,248;1120;1024;697;166,1;245,4401;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:25:086;41,41990703;2,34875234;868,610489971004;2849,77203991647;13,25;57,244263;1000;28,5;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;173,320312;222;0,352;-896;-960;2831;241,34;169,2444;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:26:016;41,1539157;2,2610434;1752,58963703085;5749,96618475629;11,410156;140,674438;6365;57,5;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;26,015625;237;0,396;-2016;-1888;3555;264,88;26,9495;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:26:672;41,20812429;2,05701553;815,347262126394;2675,02391147476;5,929688;200,176392;1420;26,75;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;-179,472656;222;0,352;2304;2112;224;237,16;179,7528;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:26:953;41,28404263;2,07968942;45,7196167875081;149,998747541128;1,421875;225,368042;1000;1,5;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;-112,148438;166;0,252;2528;2464;697;167,86;245,7202;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:29:094;41,41532037;2,34941255;845,748768830672;2774,76639073042;13,128906;58,326416;1000;27,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;-179,121094;221;0,352;-1248;-1248;2831;240,46;177,1326;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:29:992;41,15820924;2,26399961;1706,86681208108;5599,95691174808;11,296875;139,317627;6365;56;34560D;VLG64ZA;1014;0;26,895;264;-0,125;264;25,839844;237;0,396;-1984;-1984;3555;263,56;26,8561;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:30:656;41,20364226;2,05699377;845,828267545439;2775,02721329378;6,183594;199,324951;1420;27,75;345359;VLG4SW;1014;0,527;179,824;240;0;240;-179,296875;224;0,356;1536;1568;224;240,24;180;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:30:977;41,28276254;2,07583756;91,4394035041332;299,9980525925;1,601562;227,796021;1000;3;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;697;166,98;245,5829;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:33:102;41,41097462;2,3490621;815,267865918577;2674,7634252203;12,980469;59,27124;1000;26,75;C0173E;ACA822;1014;24,609;-175,254;238;NV;234;-170,683594;219;0,348;-1600;-1600;2831;238,04;184,823;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:33:969;41,16257741;2,26684194;1668,76403566357;5474,94779876646;11,183594;137,938843;6365;54,75;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;25,839844;238;0,396;-2112;-2016;3555;263,56;26,8561;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:34:648;41,19911732;2,05695672;876,30932935141;2875,03070010928;6,441406;198,539429;1420;28,75;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;-179,296875;227;0,36;1568;1600;224;245,3;180;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:34:992;41,28153754;2,0721157;144,779160557315;474,997261122861;1,777344;229,691162;1000;4,75;346692;VLG4VF;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;697;166,98;244,8138;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:37:102;41,4065468;2,34808403;784,787423931994;2574,76197193304;12,808594;60,194092;1000;25,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;-162,597656;217;0,344;-1664;-1632;2831;236,06;192,7386;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:37:953;41,16689583;2,26978076;1630,66125213262;5349,93866244678;11,082031;136,5271;6365;53,5;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;25,664062;238;0,396;-1952;-1984;3555;262,68;26,955;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:38:633;41,19460493;2,05697007;914,410443408415;3000,03435915206;6,699219;197,797852;1420;30;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;-179,296875;230;0,368;1760;1792;224;248,16;180,2307;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:41:109;41,40240368;2,34631836;754,307638600469;2474,76267302596;12,617188;60,996094;1000;24,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;-156,269531;216;0,34;-1248;-1312;2831;233,86;199,7479;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:41:930;41,17120507;2,27261623;1592,55854196474;5224,9297668196;10,984375;135,109863;6365;52,25;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;25,664062;238;0,396;-1824;-2016;3555;262,68;26,955;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:42:617;41,18992176;2,05691424;952,511642211117;3125,03829623192;6,96875;197,111206;1420;31,25;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;-179,296875;232;0,372;2016;2080;224;251,24;180,2252;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:45:109;41,39846966;2,34403972;739,068284482695;2424,76479046221;12,414062;61,721191;1000;24,25;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;-153,632812;216;0,34;-960;-896;2831;232,54;204,137;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:45:906;41,1755189;2,27549831;1546,83582936879;5074,92086242631;10,894531;133,659668;6365;50,75;34560D;VLG64ZA;1014;0,703;27,07;262;-0,219;262;25,664062;238;0,392;-2048;-2048;3555;261,8;27,0538;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:46:602;41,18531654;2,0569099;998,232878745534;3275,0423579035;7,234375;196,468506;1420;32,75;345359;VLG4SW;1014;-0,176;-179,648;252;0;252;-179,472656;234;0,376;2272;2400;224;253,22;180,4504;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:49:117;41,39462312;2,34145828;716,209176618606;2349,76771501739;12,203125;62,418823;1000;23,5;C0173E;ACA822;1014;7,207;-153,457;232;NV;232;-151,523438;217;0,34;-640;-768;2831;231,44;206,4496;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:49:891;41,17973814;2,27851328;1508,73309850041;4949,91189888408;10,820312;132,1875;6365;49,5;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;25,664062;238;0,392;-2016;-2080;3555;261,36;27,345;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:50:594;41,18066772;2,05686099;1043,95417280495;3425,0466083054;7,503906;195,880737;1420;34,25;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;-179,472656;236;0,38;2560;2656;224;254,32;180,4504;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:50:961;41,27308172;2,06025542;342,898419980891;1124,99485221011;2,519531;228,795776;1000;11,25;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;697;172,26;208,0481;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:53:117;41,39087177;2,33876373;700,970180552453;2299,77100716371;11,992188;63,105469;1000;23;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;-146,601562;215;0,34;-832;-640;2831;229,68;210,3607;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:53:867;41,18403986;2,28142079;1463,01041665114;4799,90309536574;10,746094;130,693359;6365;48;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;25,839844;238;0,392;-2080;-2144;3555;261,36;27,345;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:54:586;41,17584712;2,05677405;1104,91556472611;3625,051181376;7,785156;195,325928;1420;36,25;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;0;235;0,38;2752;2784;224;254,32;180,4504;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:54:938;41,27019763;2,05862067;380,998420100659;1249,99485660305;2,691406;227,059937;1000;12,5;346692;VLG4VF;1014;-27,07;-163,477;174;-3,062;178;-165,585938;170;0,264;1600;1472;697;174,46;196,6663;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:57:117;41,38726982;2,33553981;693,351577849127;2274,77559067053;11,765625;63,726196;1000;22,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;-136,230469;213;0,336;-384;-224;2831;226,38;218,8971;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:57:844;41,18830529;2,2844044;1424,9077255493;4674,89426229118;10,683594;129,177246;6365;46,75;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;25,839844;238;0,392;-2048;-2144;3555;261,36;27,345;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:58:570;41,17121549;2,05678876;1158,25696722697;3800,05578835695;8,054688;194,798584;1420;38;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;178,769531;234;0,376;2624;2592;224;254,1;180,2252;No alert, no SPI, aircraft airbone
CAT048;20;129;05:15:58:906;41,26699037;2,05808525;411,478596821427;1349,99543959561;2,84375;224,549561;1000;13,5;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;-174,375;172;0,268;1536;1344;697;178,2;186,1249;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:01:117;41,38429868;2,33149254;693,353636074811;2274,78234337968;11,523438;64,121704;1000;22,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;-126,5625;209;0,328;96;128;2831;221,98;229,2023;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:01:820;41,19260497;2,28722033;1379,18513241224;4524,88574982337;10,621094;127,661133;6365;45,25;34560D;VLG64ZA;1014;0,527;27,598;260;0,031;262;25,664062;239;0,392;-2272;-2144;3555;260,92;27,6416;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:02:563;41,16651205;2,05685559;1203,97845084034;3950,06066065502;8,328125;194,282227;1420;39,5;345359;VLG4SW;1014;-20,742;177,363;252;-1,312;254;173,320312;233;0,38;2208;2176;224;253,22;178,4125;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:02:875;41,26367563;2,0577293;434,338829093613;1424,99620404349;3;222,099609;1000;14,25;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;-174,902344;177;0,276;992;608;697;182,38;183,1421;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:05:117;41,38204839;2,32716793;693,355983264744;2274,7900441343;11,289062;64,308472;1000;22,75;C0173E;ACA822;1014;14,238;-123,574;216;NV;218;-120,410156;204;0,32;160;192;2831;216,48;236,3049;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:05:805;41,19679964;2,29026415;1333,46246520989;4374,8769943592;10,578125;126,123047;6365;43,75;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;25,664062;240;0,392;-2112;-2048;3555;260,92;27,6416;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:06:547;41,16194441;2,05733905;1249,69999592286;4100,06573462354;8,589844;193,688965;1420;41;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;166,289062;235;0,384;2112;2144;224;253,88;171,8372;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:06:836;41,26026422;2,05755169;449,579118833877;1474,99715623494;3,160156;219,715576;1000;14,75;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;-176,132812;181;0,28;1184;1216;697;187,22;182,4445;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:09:109;41,38012318;2,32263533;693,358480221592;2274,79823625021;11,054688;64,390869;1000;22,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;-117,246094;199;0,312;96;64;2831;211,42;240,5237;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:09:781;41,20107002;2,29316352;1295,35987457912;4249,86849091417;10,535156;124,573975;6365;42,5;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;25,664062;240;0,392;-1984;-1952;3555;260,48;27,9382;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:10:531;41,15718325;2,05941779;1295,42185357027;4250,07183406748;8,847656;192,65625;1420;42,5;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;159,609375;236;0,384;2400;2368;224;254,54;165,1959;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:10:813;41,25682727;2,05747679;480,059451730922;1574,99825161688;3,324219;217,485352;1000;15,75;346692;VLG4VF;1014;-3,516;-179,121;190;-0,406;192;-177,714844;183;0,284;1664;1632;697;189,2;180,9064;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:13:102;41,37837627;2,31808553;693,360970915295;2274,80640781774;10,824219;64,423828;1000;22,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;-116,191406;196;0,308;-32;32;2831;207,68;242,4463;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:13:758;41,20531768;2,29614836;1257,25726187695;4124,85991505637;10,503906;123,008423;6365;41,25;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;25,839844;239;0,388;-1984;-1952;3555;259,6;28,0426;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:14:516;41,1528607;2,06112071;1341,14355529472;4400,07742195314;9,085938;191,821289;1420;44;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;152,578125;237;0,388;2528;2432;224;254,54;159,9939;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:14:781;41,25329314;2,05746993;518,159832123667;1699,99950362461;3,496094;215,370483;1000;17;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;-179,121094;184;0,288;1760;1696;697;191,18;179,6979;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:17:102;41,37670695;2,31358248;693,363396090455;2274,81436442941;10,597656;64,440308;1000;22,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;-114,785156;192;0,304;-128;-64;2831;203,28;243,6823;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:17:734;41,20949501;2,29918263;1211,53465465084;3974,85135636465;10,484375;121,448364;6365;39,75;34560D;VLG64ZA;1014;0,879;28,301;260;-0,031;260;25,664062;239;0,388;-1984;-2016;3555;259,38;28,3447;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:18:500;41,14854984;2,06434215;1386,86545564421;4550,08366149573;9,3125;190,612793;1420;45,5;345359;VLG4SW;1014;-25,84;151,172;256;-1,812;262;145,898438;238;0,392;1728;1728;224;255,64;152,7319;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:18:750;41,2497941;2,05755307;548,64024930913;1800,00087554337;3,667969;213,42041;1000;18;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;179,824219;184;0,288;1728;1632;697;193,16;178,808;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:21:094;41,37517018;2,30918736;693,365730365738;2274,82202281313;10,378906;64,429321;1000;22,75;C0173E;ACA822;1014;3,34;-114,961;200;NV;202;-113,203125;189;0,296;64;-32;2831;199,76;245,0995;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:21:711;41,2136778;2,30221495;1173,43206314743;3849,8428500566;10,472656;119,882812;6365;38,5;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;25,839844;239;0,388;-2144;-2080;3555;259,82;28,537;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:22:477;41,14456921;2,06801246;1417,3472920265;4650,08968957224;9,519531;189,360352;1420;46,5;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;137,988281;241;0,396;1440;1440;224;257,84;145,7501;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:22:727;41,24614414;2,0576284;579,120714004152;1900,00240333338;3,851562;211,5802;1000;19;346692;VLG4VF;1014;N/A;N/A;N/A;N/A;N/A;178,769531;186;0,292;1408;1312;697;195,14;178,2367;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:25:094;41,37369183;2,30465942;693,368101850152;2274,82980327405;10,15625;64,385376;1000;22,75;C0173E;ACA822;1014;N/A;N/A;N/A;N/A;N/A;-112,324219;188;0,296;-32;0;2831;198;246,1542;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:25:688;41,21791401;2,30519308;1127,70950831473;3699,83446325929;10,464844;118,306274;6365;37;34560D;VLG64ZA;1014;N/A;N/A;N/A;N/A;N/A;25,839844;239;0,384;-2144;-2080;3555;258,94;28,6414;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:26:461;41,14097073;2,07249447;1447,82905182615;4750,0954663933;9,703125;187,965088;1420;47,5;345359;VLG4SW;1014;N/A;N/A;N/A;N/A;N/A;129,726562;244;0,4;1504;1504;224;261,8;135,6152;No alert, no SPI, aircraft airbone
CAT048;20;129;05:16:26:703;41,24246014;2,05775392;601,981221332215;1975,00407019558;4,039062;209,866333;1000;19,75;346692;VLG4VF;1014;0,879;178,594;200;0,094;198;178,59375;188;0,296;896;864;697;199,1;178,5553;No alert, no SPI, aircraft airbone
